,tweet_id,airline_sentiment,airline,negativereason,latitude,longitude
145,5.67672E+17,positive,Delta,Reason NA,32.07301184,-81.09362691
146,5.69683E+17,negative,US Airways,Lost Luggage,32.43487013,-80.64150369
147,5.69937E+17,negative,Southwest,Cancelled Flight,32.7156489,-117.1556388
148,5.67904E+17,negative,Delta,Customer Service Issue,32.73130971,-117.2022256
149,5.69975E+17,negative,Southwest,Late Flight,32.73154946,-117.1963651
150,5.6965E+17,negative,Southwest,Late Flight,32.73284288,-117.1963451
151,5.69572E+17,negative,Delta,Bad Flight,32.73346632,-117.2041094
152,5.69917E+17,negative,American,Can't Tell,32.78951797,-96.79891462
153,5.69865E+17,negative,American,Flight Booking Problems,32.79397552,-96.80477419
154,5.6986E+17,negative,American,Cancelled Flight,32.79401294,-96.80478711
155,5.68614E+17,neutral,Southwest,Reason NA,32.80223908,-117.2312804
156,5.70292E+17,neutral,American,Reason NA,32.82813261,-97.25115941
157,5.70292E+17,neutral,American,Reason NA,32.82813261,-97.25115941
158,5.6863E+17,negative,Southwest,Bad Flight,32.8405223,-96.8149248
159,5.69253E+17,positive,Virgin America,Reason NA,32.84359605,-96.84910929
160,5.69245E+17,negative,Virgin America,Cancelled Flight,32.8437698,-96.84928399
161,5.6893E+17,positive,Virgin America,Reason NA,32.8454782,-96.8504585
162,5.69894E+17,positive,Southwest,Reason NA,32.85744983,-97.03548311
163,5.70097E+17,negative,United,Can't Tell,32.86680572,-80.01338439
164,5.7025E+17,negative,American,Late Flight,32.8968169,-97.0618222
165,5.69678E+17,negative,American,Late Flight,32.89772724,-97.03561645
166,5.69702E+17,negative,American,longlines,32.89840957,-97.04456259
167,5.69698E+17,negative,American,Late Flight,32.89873575,-97.04452633
168,5.70102E+17,positive,American,Reason NA,32.89959729,-97.03558888
169,5.69951E+17,negative,American,Lost Luggage,32.90425138,-97.02805207
170,5.69967E+17,negative,American,Cancelled Flight,32.90431463,-97.03489789
171,5.6959E+17,negative,American,Can't Tell,32.9070889,-97.03785947
172,5.69599E+17,negative,American,Late Flight,32.90771571,-97.04233322
173,5.70082E+17,positive,American,Reason NA,32.9176348,-97.0163282
174,5.70117E+17,neutral,American,Reason NA,32.91792297,-97.00367737
175,5.70116E+17,negative,American,Late Flight,32.91792297,-97.00367737
176,5.70114E+17,negative,American,Customer Service Issue,32.91792297,-97.00367737
177,5.70058E+17,negative,American,Can't Tell,32.92215312,-96.97563515
178,5.69642E+17,negative,American,Lost Luggage,32.9272165,-97.0396313
179,5.68413E+17,positive,Southwest,Reason NA,32.96225554,-96.80070994
180,5.69622E+17,negative,American,Customer Service Issue,32.9760867,-96.53332214
181,5.69608E+17,negative,American,Customer Service Issue,32.97609561,-96.53349238
182,5.67843E+17,negative,Delta,Bad Flight,32.99815682,-117.174052
183,5.69588E+17,negative,Southwest,Cancelled Flight,33.00605781,-96.76519155
184,5.68452E+17,positive,Southwest,Reason NA,33.05776114,-96.78169517
185,5.68784E+17,negative,Southwest,Customer Service Issue,33.18882771,-96.64036423
186,5.68804E+17,negative,Southwest,Flight Booking Problems,33.1973379,-96.7573509
187,5.70077E+17,positive,Virgin America,Reason NA,33.2145038,-96.9321504
188,5.69745E+17,negative,American,Customer Service Issue,33.40901961,-111.9097624
189,5.67843E+17,negative,Southwest,Customer Service Issue,33.42067535,-111.9315513
190,5.69894E+17,negative,American,Late Flight,33.43064352,-112.0452147
191,5.69589E+17,positive,Southwest,Reason NA,33.4338494,-111.9963312
192,5.69925E+17,positive,Southwest,Reason NA,33.43403712,-111.9967836
193,5.69926E+17,negative,American,Customer Service Issue,33.43417698,-111.9968016
194,5.69937E+17,negative,US Airways,Can't Tell,33.43588637,-111.9996566
195,5.69305E+17,negative,US Airways,Late Flight,33.43629607,-111.9989407
196,5.70302E+17,positive,US Airways,Reason NA,33.43720156,-111.9992879
197,5.69898E+17,negative,US Airways,Bad Flight,33.43790009,-111.9974665
198,5.69937E+17,negative,US Airways,Late Flight,33.43824974,-111.9998757
199,5.69617E+17,neutral,US Airways,Reason NA,33.50528024,-86.81047219
200,5.68166E+17,negative,United,Lost Luggage,33.5089001,-112.0290144
201,5.69668E+17,positive,Southwest,Reason NA,33.51750182,-101.9091456
202,5.69736E+17,neutral,American,Reason NA,33.5333555,-112.1827159
203,5.69674E+17,negative,US Airways,Late Flight,33.54774386,-86.75224256
204,5.6985E+17,negative,American,Cancelled Flight,33.55192892,-112.073924
205,5.69988E+17,neutral,Virgin America,Reason NA,33.57963333,-117.7302477
206,5.68884E+17,positive,United,Reason NA,33.63992689,-84.44705534
207,5.69904E+17,negative,Southwest,Bad Flight,33.64079948,-84.4358346
208,5.696E+17,negative,American,Bad Flight,33.64199395,-84.44238523
209,5.69849E+17,neutral,US Airways,Reason NA,33.6424884,-84.4325976
210,5.68881E+17,negative,United,Bad Flight,33.64314381,-84.44252134
211,5.6985E+17,negative,United,Can't Tell,33.64323551,-84.44248239
212,5.69963E+17,positive,American,Reason NA,33.66642719,-117.8832844
213,5.68784E+17,positive,Southwest,Reason NA,33.67698231,-117.8647932
214,5.69161E+17,positive,Southwest,Reason NA,33.6839241,-117.8607358
215,5.69742E+17,positive,Delta,Reason NA,33.7008468,-118.0192094
216,5.6792E+17,negative,United,Lost Luggage,33.75348859,-116.3620963
217,5.67919E+17,negative,United,Lost Luggage,33.75348859,-116.3620963
218,5.68061E+17,negative,United,Lost Luggage,33.75357228,-116.3620616
219,5.6794E+17,negative,United,Lost Luggage,33.75536802,-116.3619786
220,5.67952E+17,negative,United,Lost Luggage,33.75538818,-116.36197
221,5.6793E+17,negative,United,Lost Luggage,33.75539049,-116.3619616
222,5.67925E+17,negative,United,Lost Luggage,33.75539049,-116.3619616
223,5.69935E+17,positive,Delta,Reason NA,33.78310211,-84.21250227
224,5.68247E+17,neutral,US Airways,Reason NA,33.79727578,-117.8504308
225,5.6971E+17,negative,US Airways,Customer Service Issue,33.80598632,-118.3657162
226,5.68945E+17,neutral,Delta,Reason NA,33.8117407,-118.1628
227,5.684E+17,negative,Delta,Customer Service Issue,33.81346953,-117.9142657
228,5.68394E+17,neutral,Delta,Reason NA,33.81391813,-117.922169
229,5.70224E+17,positive,American,Reason NA,33.8143379,-116.5357241
230,5.70084E+17,neutral,Delta,Reason NA,33.8191302,-118.1455457
231,5.6865E+17,positive,United,Reason NA,33.82063563,-116.5076814
232,5.69217E+17,negative,United,Customer Service Issue,33.84438223,-116.5516582
233,5.69217E+17,negative,United,Can't Tell,33.84445776,-116.5513937
234,5.69198E+17,negative,United,Lost Luggage,33.89611413,-84.33113356
235,5.69189E+17,negative,United,Lost Luggage,33.89638659,-84.33108377
236,5.68846E+17,negative,Southwest,Cancelled Flight,33.93454129,-118.402701
237,5.69671E+17,positive,American,Reason NA,33.93871373,-118.4074617
238,5.69597E+17,negative,American,Customer Service Issue,33.93939612,-118.3897315
239,5.69691E+17,negative,United,Can't Tell,33.94077727,-118.3992104
240,5.70066E+17,negative,United,Flight Attendant Complaints,33.9411179,-118.3972405
241,5.69407E+17,negative,United,Late Flight,33.94171725,-118.3984403
242,5.69717E+17,positive,American,Reason NA,33.94207019,-118.3942778
243,5.70088E+17,negative,Virgin America,Customer Service Issue,33.94209449,-118.404101
244,5.69033E+17,positive,United,Reason NA,33.94238375,-118.3990642
245,5.6987E+17,negative,American,Can't Tell,33.9424707,-118.4066671
246,5.69865E+17,negative,American,Cancelled Flight,33.9424793,-118.4066936
247,5.69866E+17,negative,American,Customer Service Issue,33.9424824,-118.4066757
248,5.69868E+17,negative,American,Customer Service Issue,33.9424834,-118.4066885
249,5.70125E+17,neutral,Virgin America,Reason NA,33.94540417,-118.4062472
250,5.696E+17,positive,Virgin America,Reason NA,33.94652852,-118.4076626
251,5.69675E+17,positive,Virgin America,Reason NA,33.9469039,-118.4071685
252,5.68577E+17,neutral,Virgin America,Reason NA,33.94696831,-118.4074799
253,5.68274E+17,negative,Southwest,longlines,33.94729153,-118.4018674
254,5.68272E+17,negative,Southwest,Late Flight,33.94729537,-118.4019695
255,5.69058E+17,negative,United,Flight Attendant Complaints,33.99585652,-117.3579147
256,5.69758E+17,positive,Southwest,Reason NA,34.00646846,-118.4813125
257,5.69357E+17,negative,US Airways,Cancelled Flight,34.00912984,-84.37154603
258,5.67895E+17,positive,United,Reason NA,34.01019938,-117.4286093
259,5.67895E+17,negative,United,Lost Luggage,34.01352255,-117.445283
260,5.69665E+17,negative,American,Customer Service Issue,34.02109254,-118.5028709
261,5.69944E+17,negative,American,Customer Service Issue,34.0213466,-118.4522927
262,5.69944E+17,negative,American,Customer Service Issue,34.0213466,-118.4522927
263,5.69661E+17,negative,American,Customer Service Issue,34.02148779,-118.5028964
264,5.69963E+17,neutral,American,Reason NA,34.02153389,-118.4523152
265,5.70016E+17,neutral,Virgin America,Reason NA,34.0219817,-118.385912
266,5.69929E+17,negative,American,Customer Service Issue,34.02389944,-118.4554177
267,5.70233E+17,neutral,Delta,Reason NA,34.02761838,-118.4964634
268,5.70234E+17,positive,Delta,Reason NA,34.02763089,-118.4962789
269,5.70232E+17,positive,Delta,Reason NA,34.02764112,-118.4963642
270,5.68329E+17,negative,United,Lost Luggage,34.06071437,-117.5981421
271,5.68604E+17,neutral,United,Reason NA,34.06143413,-118.3978742
272,5.68523E+17,positive,Southwest,Reason NA,34.0658388,-117.5711653
273,5.68332E+17,negative,United,Lost Luggage,34.06978184,-117.5775217
274,5.68459E+17,neutral,United,Reason NA,34.06979432,-117.5775706
275,5.69948E+17,negative,Delta,Cancelled Flight,34.09548421,-81.20955847
276,5.6992E+17,negative,American,Customer Service Issue,34.09822952,-118.3430785
277,5.69903E+17,negative,American,Customer Service Issue,34.10909961,-118.3236169
278,5.69912E+17,negative,American,Customer Service Issue,34.10971017,-118.3218886
279,5.6919E+17,negative,US Airways,Flight Booking Problems,34.16721397,-118.3453091
280,5.68845E+17,negative,US Airways,Customer Service Issue,34.16721627,-118.3453734
281,5.69353E+17,positive,Delta,Reason NA,34.546788,-87.012305
282,5.69586E+17,positive,Southwest,Reason NA,34.7300769,-92.219814
283,5.69358E+17,negative,United,Customer Service Issue,34.99254864,-80.92841859
284,5.69281E+17,negative,United,Lost Luggage,35.00096266,-80.87374938
285,5.6928E+17,negative,United,Customer Service Issue,35.00595547,-80.89437239
286,5.68631E+17,neutral,Southwest,Reason NA,35.0557688,-78.9702049
287,5.69302E+17,negative,United,Lost Luggage,35.07067492,-80.7899648
288,5.69865E+17,negative,American,Cancelled Flight,35.09721018,-89.89624696
289,5.68916E+17,neutral,Southwest,Reason NA,35.12084166,-89.84738331
290,5.70002E+17,negative,American,Can't Tell,35.17263842,-89.769988
291,5.70003E+17,negative,American,Customer Service Issue,35.17266822,-89.76993377
292,5.70003E+17,negative,American,Customer Service Issue,35.17267919,-89.77001941
293,5.70002E+17,negative,American,Cancelled Flight,35.17279513,-89.76980671
294,5.70002E+17,negative,American,Customer Service Issue,35.1728241,-89.76989935
295,5.70003E+17,negative,American,Late Flight,35.17282894,-89.76988366
296,5.67759E+17,negative,US Airways,Flight Attendant Complaints,35.20346242,-80.92218024
297,5.69664E+17,negative,American,Late Flight,35.20493157,-80.92540817
298,5.68142E+17,negative,US Airways,Late Flight,35.210373,-80.9538682
299,5.68231E+17,neutral,United,Reason NA,35.21498347,-80.96071981
300,5.69645E+17,negative,American,Customer Service Issue,35.2176668,-80.9426912
301,5.68156E+17,positive,US Airways,Reason NA,35.21820752,-80.94527061
302,5.69894E+17,negative,US Airways,Late Flight,35.21843964,-80.94253029
303,5.69318E+17,negative,US Airways,Flight Attendant Complaints,35.2190054,-80.9427282
304,5.69555E+17,negative,US Airways,Late Flight,35.21905941,-80.9426995
305,5.69316E+17,negative,US Airways,Late Flight,35.2191669,-80.9435256
306,5.70307E+17,negative,US Airways,Flight Attendant Complaints,35.21979387,-80.94498281
307,5.67787E+17,negative,US Airways,Customer Service Issue,35.22032317,-80.94508353
308,5.68632E+17,negative,US Airways,Can't Tell,35.2203248,-80.94508344
309,5.68424E+17,positive,US Airways,Reason NA,35.2204278,-80.94281752
310,5.68161E+17,positive,US Airways,Reason NA,35.22123472,-80.93287633
311,5.70031E+17,positive,US Airways,Reason NA,35.22177192,-80.92309308
312,5.6824E+17,positive,US Airways,Reason NA,35.22209167,-80.95237732
313,5.68932E+17,negative,US Airways,Customer Service Issue,35.22257093,-80.93941664
314,5.67897E+17,negative,US Airways,Late Flight,35.22287836,-80.94056653
315,5.67865E+17,negative,US Airways,Late Flight,35.22347122,-80.94043272
316,5.69556E+17,negative,US Airways,Late Flight,35.22358885,-80.95061712
317,5.67866E+17,negative,US Airways,Customer Service Issue,35.22363719,-80.94045544
318,5.69234E+17,negative,US Airways,Can't Tell,35.2238122,-80.9435393
319,5.68221E+17,negative,US Airways,Cancelled Flight,35.22447828,-80.93940943
320,5.6823E+17,negative,US Airways,Late Flight,35.22476994,-80.93932077
321,5.69593E+17,negative,American,Customer Service Issue,35.22534456,-106.5724135
322,5.68212E+17,negative,US Airways,Late Flight,35.22604872,-80.93863381
323,5.70307E+17,negative,American,Can't Tell,35.22643463,-80.93879965
324,5.70307E+17,negative,American,Bad Flight,35.22643463,-80.93879965
325,5.68033E+17,negative,US Airways,Customer Service Issue,35.23185283,-80.96487203
326,5.6972E+17,positive,American,Reason NA,35.2376587,-80.92256446
327,5.69673E+17,negative,American,Can't Tell,35.23770686,-80.92243302
328,5.69678E+17,neutral,American,Reason NA,35.23776431,-80.92233988
329,5.68539E+17,negative,United,Late Flight,35.23896405,-120.640462
330,5.68539E+17,negative,United,Can't Tell,35.23908248,-120.6407826
331,5.69952E+17,negative,American,Lost Luggage,35.46005368,-80.68267946
332,5.70072E+17,neutral,United,Reason NA,35.8056542,-78.786848
333,5.70188E+17,positive,United,Reason NA,35.8057062,-78.7869445
334,5.68158E+17,negative,Southwest,Can't Tell,35.8271843,-87.43714049
335,5.70251E+17,negative,Southwest,Customer Service Issue,35.84808282,-78.66572751
336,5.69619E+17,neutral,US Airways,Reason NA,35.87642273,-78.79274566
337,5.69619E+17,negative,US Airways,longlines,35.87648539,-78.79266577
338,5.70017E+17,negative,American,Cancelled Flight,35.87658269,-78.79254351
339,5.69625E+17,positive,American,Reason NA,35.87912533,-78.79162128
340,5.68475E+17,positive,United,Reason NA,35.8924655,-84.19243176
341,5.68905E+17,negative,Southwest,Cancelled Flight,35.9807446,-115.0846183
342,5.67785E+17,positive,Southwest,Reason NA,35.99558298,-78.89974547
343,5.67814E+17,positive,Southwest,Reason NA,36.0212589,-86.5447783
344,5.68637E+17,negative,Southwest,Late Flight,36.08029523,-115.1466466
345,5.69725E+17,negative,United,Late Flight,36.08161548,-115.1495977
346,5.69943E+17,positive,Virgin America,Reason NA,36.08457854,-115.1378014
347,5.67726E+17,neutral,Virgin America,Reason NA,36.08546367,-115.3181406
348,5.67761E+17,positive,US Airways,Reason NA,36.08576903,-115.149531
349,5.67751E+17,positive,US Airways,Reason NA,36.08584875,-115.1496836
350,5.67902E+17,negative,United,Lost Luggage,36.08651969,-115.1394279
351,5.67902E+17,negative,United,Flight Attendant Complaints,36.08652135,-115.1394196
352,5.69654E+17,negative,United,Lost Luggage,36.08655568,-115.1394417
353,5.68574E+17,positive,Southwest,Reason NA,36.0931536,-86.6973554
354,5.67872E+17,negative,US Airways,Customer Service Issue,36.1036159,-115.16564
355,5.67951E+17,negative,Southwest,Cancelled Flight,36.11159761,-86.7844525
356,5.69821E+17,negative,US Airways,Late Flight,36.11203645,-115.1771273
357,5.69508E+17,negative,Southwest,Customer Service Issue,36.12665696,-86.66953068
358,5.68572E+17,negative,Southwest,Bad Flight,36.1293776,-86.6699252
359,5.67827E+17,neutral,Southwest,Reason NA,36.14487986,-86.68740641
360,5.67878E+17,positive,Southwest,Reason NA,36.14488928,-86.68739667
361,5.69264E+17,negative,Southwest,Late Flight,36.15093569,-115.2795989
362,5.68102E+17,negative,Southwest,Customer Service Issue,36.22640559,-86.82373437
363,5.69494E+17,negative,US Airways,Late Flight,36.24269903,-86.10760197
364,5.70027E+17,negative,American,Flight Booking Problems,36.29164025,-94.11796975
365,5.68216E+17,positive,Southwest,Reason NA,36.898315,-76.204491
366,5.68855E+17,neutral,Delta,Reason NA,37.40321679,-121.9698843
367,5.68942E+17,positive,United,Reason NA,37.61476852,-122.4052169
368,5.70014E+17,negative,Southwest,Cancelled Flight,37.6170841,-122.3877223
369,5.69244E+17,negative,United,Flight Attendant Complaints,37.61761896,-122.3916466
370,5.70018E+17,positive,Southwest,Reason NA,37.6177248,-122.3913514
371,5.69244E+17,negative,United,Can't Tell,37.61782989,-122.391723
372,5.68491E+17,negative,United,Late Flight,37.61821986,-122.387454
373,5.69357E+17,positive,United,Reason NA,37.61829369,-122.3919225
374,5.6783E+17,negative,United,Late Flight,37.61833841,-122.383898
375,5.69331E+17,negative,United,Can't Tell,37.61839686,-122.38751
376,5.67829E+17,negative,United,Late Flight,37.61859126,-122.383857
377,5.68503E+17,negative,United,Customer Service Issue,37.61907,-122.38607
378,5.69331E+17,negative,United,longlines,37.61926072,-122.3881256
379,5.69411E+17,negative,United,Bad Flight,37.61980156,-122.3844763
380,5.68104E+17,neutral,United,Reason NA,37.62006843,-122.3882208
381,5.67727E+17,negative,United,Can't Tell,37.62006843,-122.3882208
382,5.68828E+17,negative,United,Late Flight,37.6202411,-122.3883092
383,5.68787E+17,negative,United,Late Flight,37.62025528,-122.388327
384,5.68618E+17,neutral,United,Reason NA,37.6205514,-122.3867929
385,5.67928E+17,negative,United,Late Flight,37.62063433,-122.3894667
