,tweet_id,airline_sentiment,airline,negativereason,latitude,longitude,user_timezone
29,570124596180955136,neutral,Virgin America,,33.94540417,-118.4062472,Atlantic Time (Canada)
30,570114021854212096,negative,Virgin America,Flight Booking Problems,0.0,0.0,Vienna
31,570094701371469825,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
32,570088404156698625,negative,Virgin America,Customer Service Issue,33.94209449,-118.40410103,Quito
33,570084582780899328,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
34,570076792993611776,positive,Virgin America,,33.2145038,-96.9321504,Central Time (US & Canada)
35,570051991277342720,neutral,Virgin America,,0.0,0.0,Caracas
36,570051381534396416,positive,Virgin America,,0.0,0.0,
37,570045393565691904,positive,Virgin America,,0.0,0.0,
38,570038941497192448,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
39,570035876845084672,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
40,570033593394667521,positive,Virgin America,,0.0,0.0,
41,570025482344898560,negative,Virgin America,Flight Booking Problems,0.0,0.0,Central Time (US & Canada)
42,570016304284901379,neutral,Virgin America,,34.0219817,-118.38591198,
43,570015408788414464,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
44,570013523650048002,neutral,Virgin America,,0.0,0.0,
45,570012257549070337,positive,Virgin America,,0.0,0.0,
46,570011341483843584,neutral,Virgin America,,0.0,0.0,
47,570010571707256832,positive,Virgin America,,0.0,0.0,Atlantic Time (Canada)
48,570010539499393025,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
49,570009713447825408,neutral,Virgin America,,0.0,0.0,
50,570009035455344640,neutral,Virgin America,,0.0,0.0,Central Time (US & Canada)
51,570006886012973056,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
52,570004391731847169,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
53,570001194900426752,neutral,Virgin America,,0.0,0.0,Atlantic Time (Canada)
54,570000071644872704,neutral,Virgin America,,0.0,0.0,
55,569996412286582784,negative,Virgin America,Flight Booking Problems,0.0,0.0,Eastern Time (US & Canada)
56,569996245462159361,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
57,569990222609412097,positive,Virgin America,,0.0,0.0,Kuala Lumpur
58,569990163209850881,neutral,Virgin America,,0.0,0.0,
59,569989504431316993,neutral,Virgin America,,0.0,0.0,Brisbane
60,569989321698074624,neutral,Virgin America,,0.0,0.0,Arizona
61,569989034501500928,negative,Virgin America,Customer Service Issue,0.0,0.0,Eastern Time (US & Canada)
62,569987622484848640,neutral,Virgin America,,33.57963333,-117.73024772,
63,569986782567071744,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
64,569986348041547778,positive,Virgin America,,0.0,0.0,
65,569982307634794497,neutral,Virgin America,,0.0,0.0,Central Time (US & Canada)
66,569976620158578688,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
67,569973821396152323,negative,Virgin America,Late Flight,0.0,0.0,Eastern Time (US & Canada)
68,569972508499283968,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
69,569967019958730753,negative,Virgin America,Lost Luggage,40.6413712,-73.78311558,Eastern Time (US & Canada)
70,569961866224652288,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
71,569949891163615232,neutral,Virgin America,,0.0,0.0,
72,569948966873370625,neutral,Virgin America,,0.0,0.0,London
73,569946362126602240,negative,Virgin America,Flight Attendant Complaints,0.0,0.0,
74,569942903683813376,positive,Virgin America,,36.08457854,-115.13780136,Eastern Time (US & Canada)
75,569941957490774016,positive,Virgin America,,0.0,0.0,Mountain Time (US & Canada)
76,569940834994401280,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
77,569940323746516993,neutral,Virgin America,,0.0,0.0,Mountain Time (US & Canada)
78,569935232033366017,negative,Virgin America,Customer Service Issue,0.0,0.0,
79,569934395865493504,neutral,Virgin America,,0.0,0.0,
80,569933816963342337,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
81,569933777931145216,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
82,569933405506310144,negative,Virgin America,Late Flight,0.0,0.0,
83,569933360564342784,negative,Virgin America,Can't Tell,0.0,0.0,Pacific Time (US & Canada)
84,569929243146088448,negative,Virgin America,Can't Tell,0.0,0.0,Pacific Time (US & Canada)
85,569926998824394752,negative,Virgin America,Flight Booking Problems,0.0,0.0,Pacific Time (US & Canada)
86,569923394990419968,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
87,569922008588222465,neutral,Virgin America,,0.0,0.0,
88,569920824905306113,neutral,Virgin America,,0.0,0.0,Arizona
89,569919041244147712,negative,Virgin America,Can't Tell,0.0,0.0,Arizona
90,569915941192015872,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
91,569913339427434496,neutral,Virgin America,,0.0,0.0,
92,569911816937033728,negative,Virgin America,Cancelled Flight,0.0,0.0,
93,569911674158731264,negative,Virgin America,Late Flight,0.0,0.0,Pacific Time (US & Canada)
94,569911218942517248,neutral,Virgin America,,0.0,0.0,
95,569910981868060673,negative,Virgin America,Customer Service Issue,0.0,0.0,Arizona
96,569909224521641984,negative,Virgin America,Customer Service Issue,0.0,0.0,Mountain Time (US & Canada)
97,569907336485019648,negative,Virgin America,Can't Tell,0.0,0.0,
98,569896805611089920,negative,Virgin America,Flight Booking Problems,0.0,0.0,Eastern Time (US & Canada)
99,569894449620369408,negative,Virgin America,Customer Service Issue,0.0,0.0,Quito
100,569894407001939968,neutral,Virgin America,,0.0,0.0,
101,569892199690678272,negative,Virgin America,Late Flight,0.0,0.0,Pacific Time (US & Canada)
102,569891469210755074,neutral,Virgin America,,0.0,0.0,
103,569891436100874241,negative,Virgin America,Late Flight,0.0,0.0,Eastern Time (US & Canada)
104,569887310713479168,negative,Virgin America,Late Flight,0.0,0.0,Pacific Time (US & Canada)
105,569887049446076416,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
106,569884551712886785,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
107,569884407852437504,negative,Virgin America,Flight Booking Problems,0.0,0.0,Pacific Time (US & Canada)
108,569881548515708928,neutral,Virgin America,,37.79374402,-122.39327564,
109,569873669700358144,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
110,569873668131717120,neutral,Virgin America,,0.0,0.0,Central Time (US & Canada)
111,569873665640292353,positive,Virgin America,,0.0,0.0,Central Time (US & Canada)
112,569873664612704256,neutral,Virgin America,,0.0,0.0,Central Time (US & Canada)
113,569872058613673984,positive,Virgin America,,0.0,0.0,
114,569861209781989377,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
115,569847920192655361,negative,Virgin America,Late Flight,26.074379,-80.1416831,Eastern Time (US & Canada)
116,569814339785338880,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
117,569777607371128834,positive,Virgin America,,0.0,0.0,
118,569774078233419776,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
119,569770363623575552,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
120,569748316776325120,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
121,569741221783957504,negative,Virgin America,Flight Booking Problems,0.0,0.0,Pacific Time (US & Canada)
122,569737603617943552,negative,Virgin America,Customer Service Issue,0.0,0.0,
123,569714127792254976,positive,Virgin America,,0.0,0.0,
124,569675144353828864,positive,Virgin America,,33.9469039,-118.40716847,Pacific Time (US & Canada)
125,569674358135914496,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
126,569666477265018881,negative,Virgin America,Customer Service Issue,51.04345575,-114.06071363,Tehran
127,569652497947734017,positive,Virgin America,,0.0,0.0,
128,569649116487290880,neutral,Virgin America,,40.64662464,-73.77090177,Pacific Time (US & Canada)
129,569643262459269120,neutral,Virgin America,,0.0,0.0,
130,569642845516275712,negative,Virgin America,Customer Service Issue,0.0,0.0,Eastern Time (US & Canada)
131,569634318349246464,negative,Virgin America,Can't Tell,0.0,0.0,
132,569633630978310145,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
133,569633279546036224,negative,Virgin America,Cancelled Flight,0.0,0.0,
134,569630092273410048,negative,Virgin America,Late Flight,0.0,0.0,Alaska
135,569627480425766912,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
136,569625739231948800,positive,Virgin America,,0.0,0.0,Mountain Time (US & Canada)
137,569625609799774208,neutral,Virgin America,,0.0,0.0,
138,569620102389350401,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
139,569619569372823552,negative,Virgin America,Flight Booking Problems,0.0,0.0,Eastern Time (US & Canada)
140,569618527948115968,negative,Virgin America,Flight Attendant Complaints,0.0,0.0,Alaska
141,569616490380439552,positive,Virgin America,,0.0,0.0,
142,569615109363929088,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
143,569614365755899905,negative,Virgin America,Late Flight,0.0,0.0,Eastern Time (US & Canada)
144,569614024578600960,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
145,569609971383586817,negative,Virgin America,Cancelled Flight,0.0,0.0,Pacific Time (US & Canada)
146,569608328998887424,negative,Virgin America,Flight Booking Problems,0.0,0.0,Pacific Time (US & Canada)
147,569599867716132864,positive,Virgin America,,33.94652852,-118.40766257,Pacific Time (US & Canada)
148,569596445680115712,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
149,569596097540132864,negative,Virgin America,Damaged Luggage,0.0,0.0,Pacific Time (US & Canada)
150,569594386066984960,negative,Virgin America,Damaged Luggage,0.0,0.0,Pacific Time (US & Canada)
151,569586660909973504,neutral,Virgin America,,0.0,0.0,Atlantic Time (Canada)
152,569580805036453888,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
153,569575679722786816,neutral,Virgin America,,0.0,0.0,
154,569575003248676864,neutral,Virgin America,,0.0,0.0,
155,569574973662232576,neutral,Virgin America,,0.0,0.0,
156,569574961158815745,neutral,Virgin America,,0.0,0.0,
157,569572942381649920,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
158,569572740723712001,negative,Virgin America,Cancelled Flight,0.0,0.0,
159,569566981835218944,negative,Virgin America,Flight Booking Problems,0.0,0.0,Pacific Time (US & Canada)
160,569564853460807680,negative,Virgin America,Late Flight,0.0,0.0,Eastern Time (US & Canada)
161,569564610837086209,negative,Virgin America,Cancelled Flight,0.0,0.0,Eastern Time (US & Canada)
162,569562202405019650,negative,Virgin America,Bad Flight,0.0,0.0,Eastern Time (US & Canada)
163,569541127340040192,negative,Virgin America,Customer Service Issue,0.0,0.0,
164,569540405676654592,negative,Virgin America,Customer Service Issue,0.0,0.0,
165,569494748341407744,negative,Virgin America,Customer Service Issue,0.0,0.0,Eastern Time (US & Canada)
166,569482263345307648,neutral,Virgin America,,0.0,0.0,Sydney
167,569477692166316033,negative,Virgin America,Customer Service Issue,0.0,0.0,Irkutsk
168,569461469042966528,negative,Virgin America,longlines,0.0,0.0,Eastern Time (US & Canada)
169,569459618881019905,neutral,Virgin America,,0.0,0.0,Sydney
170,569452063920226304,neutral,Virgin America,,0.0,0.0,Sydney
171,569447071910105089,neutral,Virgin America,,0.0,0.0,
172,569429411646156800,neutral,Virgin America,,0.0,0.0,Sydney
173,569369239183872000,negative,Virgin America,Can't Tell,0.0,0.0,Eastern Time (US & Canada)
174,569368160291463168,negative,Virgin America,Customer Service Issue,0.0,0.0,Eastern Time (US & Canada)
175,569356387785900032,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
176,569354267854704641,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
177,569351220097216512,negative,Virgin America,Customer Service Issue,0.0,0.0,
178,569348775631675392,negative,Virgin America,Cancelled Flight,0.0,0.0,
179,569324558999691264,neutral,Virgin America,,0.0,0.0,Mountain Time (US & Canada)
180,569323106210152448,neutral,Virgin America,,0.0,0.0,Arizona
181,569323082701275138,negative,Virgin America,Customer Service Issue,0.0,0.0,Eastern Time (US & Canada)
182,569318651502989312,negative,Virgin America,Cancelled Flight,0.0,0.0,Central Time (US & Canada)
183,569318130356502528,positive,Virgin America,,0.0,0.0,Caracas
184,569316358845911040,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
185,569311498301870080,neutral,Virgin America,,0.0,0.0,Quito
186,569311060903268352,negative,Virgin America,Can't Tell,0.0,0.0,
187,569310635986546688,negative,Virgin America,Flight Attendant Complaints,0.0,0.0,Mountain Time (US & Canada)
188,569305113589714944,neutral,Virgin America,,0.0,0.0,Central Time (US & Canada)
189,569304436612444160,positive,Virgin America,,38.9128188,-77.00798226,Eastern Time (US & Canada)
190,569304208534597632,neutral,Virgin America,,0.0,0.0,
191,569304030847090688,negative,Virgin America,Flight Booking Problems,0.0,0.0,Eastern Time (US & Canada)
192,569303931916038144,negative,Virgin America,Can't Tell,0.0,0.0,
193,569298165855338497,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
194,569290361870426112,negative,Virgin America,Flight Booking Problems,0.0,0.0,Atlantic Time (Canada)
195,569282249717194754,negative,Virgin America,Cancelled Flight,0.0,0.0,Eastern Time (US & Canada)
196,569277854950817792,negative,Virgin America,Flight Booking Problems,0.0,0.0,Pacific Time (US & Canada)
197,569277352129138688,negative,Virgin America,Cancelled Flight,0.0,0.0,Eastern Time (US & Canada)
198,569263837448269826,negative,Virgin America,Cancelled Flight,0.0,0.0,Eastern Time (US & Canada)
199,569262527281913857,positive,Virgin America,,0.0,0.0,
200,569262225900359680,negative,Virgin America,Customer Service Issue,0.0,0.0,Atlantic Time (Canada)
201,569261347688607744,positive,Virgin America,,0.0,0.0,Central Time (US & Canada)
202,569261128532041728,neutral,Virgin America,,0.0,0.0,Central Time (US & Canada)
203,569260526976544768,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
204,569253311813185537,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
205,569253236093267969,positive,Virgin America,,32.84359605,-96.84910929,Central Time (US & Canada)
206,569250469178175488,positive,Virgin America,,0.0,0.0,Central Time (US & Canada)
207,569248437050302464,neutral,Virgin America,,0.0,0.0,
208,569248400836726786,positive,Virgin America,,0.0,0.0,
209,569247769166266368,negative,Virgin America,Bad Flight,0.0,0.0,Eastern Time (US & Canada)
210,569247394002563072,negative,Virgin America,Late Flight,0.0,0.0,Eastern Time (US & Canada)
211,569244860286263297,negative,Virgin America,Cancelled Flight,32.8437698,-96.84928399,Central Time (US & Canada)
212,569240250192670720,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
213,569238877178716161,negative,Virgin America,Cancelled Flight,0.0,0.0,Central Time (US & Canada)
214,569237252154372097,negative,Virgin America,Customer Service Issue,0.0,0.0,Central Time (US & Canada)
215,569236471690829825,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
216,569236251129163777,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
217,569230983075115010,negative,Virgin America,Cancelled Flight,0.0,0.0,Eastern Time (US & Canada)
218,569229785500680192,negative,Virgin America,Cancelled Flight,0.0,0.0,Eastern Time (US & Canada)
219,569226875349835776,negative,Virgin America,Customer Service Issue,0.0,0.0,Santiago
220,569224234150404096,negative,Virgin America,Flight Booking Problems,0.0,0.0,Pacific Time (US & Canada)
221,569223788639821824,negative,Virgin America,Cancelled Flight,0.0,0.0,Pacific Time (US & Canada)
222,569222494952886272,positive,Virgin America,,0.0,0.0,
223,569221440794271745,positive,Virgin America,,0.0,0.0,
224,569221156504530944,negative,Virgin America,Can't Tell,0.0,0.0,
225,569220232293720066,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
226,569218762907324416,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
227,569212570478911489,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
228,569211675108179968,negative,Virgin America,Flight Booking Problems,0.0,0.0,Pacific Time (US & Canada)
229,569209566715469824,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
230,569208480793567233,positive,Virgin America,,0.0,0.0,Caracas
231,569205125278859265,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
232,569204272795004928,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
233,569202691185909760,positive,Virgin America,,0.0,0.0,
234,569201943131738113,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
235,569200619430420480,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
236,569200606595952640,negative,Virgin America,Late Flight,0.0,0.0,
237,569198782421663745,negative,Virgin America,Cancelled Flight,0.0,0.0,Arizona
238,569198104806699008,positive,Virgin America,,0.0,0.0,Alaska
239,569197967959154688,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
240,569197611393163264,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
241,569197515993534464,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
242,569192778468626432,negative,Virgin America,Customer Service Issue,0.0,0.0,Eastern Time (US & Canada)
243,569182336715243520,negative,Virgin America,Lost Luggage,0.0,0.0,Eastern Time (US & Canada)
244,569180623165915137,positive,Virgin America,,0.0,0.0,
245,569179517522046977,negative,Virgin America,Customer Service Issue,0.0,0.0,Santiago
246,569176777056079874,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
247,569165709516759042,positive,Virgin America,,0.0,0.0,
248,569110766235877376,positive,Virgin America,,0.0,0.0,
249,569083230361673728,negative,Virgin America,Bad Flight,26.06726717,-80.14433663,Eastern Time (US & Canada)
250,569028851860254720,negative,Virgin America,Flight Booking Problems,0.0,0.0,Pacific Time (US & Canada)
251,569022319437357056,negative,Virgin America,Damaged Luggage,0.0,0.0,Pacific Time (US & Canada)
252,569020707113476096,positive,Virgin America,,0.0,0.0,Central Time (US & Canada)
253,569018352464588800,neutral,Virgin America,,0.0,0.0,
254,569011849976348672,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
255,568989005162766337,neutral,Virgin America,,0.0,0.0,Sydney
256,568977439398821888,neutral,Virgin America,,0.0,0.0,Central Time (US & Canada)
257,568977175149293570,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
258,568972394297077760,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
259,568945958970531840,negative,Virgin America,Bad Flight,0.0,0.0,
260,568945265899483136,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
261,568943244027006976,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
262,568942331921092608,negative,Virgin America,Bad Flight,0.0,0.0,Pacific Time (US & Canada)
263,568940002849255425,negative,Virgin America,Customer Service Issue,0.0,0.0,Eastern Time (US & Canada)
264,568929979981033472,positive,Virgin America,,32.8454782,-96.8504585,Pacific Time (US & Canada)
265,568929026644975616,negative,Virgin America,Can't Tell,0.0,0.0,Pacific Time (US & Canada)
266,568928741298012160,negative,Virgin America,Customer Service Issue,0.0,0.0,Central Time (US & Canada)
267,568928605226426370,neutral,Virgin America,,0.0,0.0,Sydney
268,568926018049691648,neutral,Virgin America,,0.0,0.0,Arizona
269,568923762764095488,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
270,568920614716600320,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
271,568920221882257408,neutral,Virgin America,,0.0,0.0,Central Time (US & Canada)
272,568911350656675841,positive,Virgin America,,0.0,0.0,
273,568910590921609216,positive,Virgin America,,0.0,0.0,
274,568901823215448064,negative,Virgin America,Bad Flight,0.0,0.0,Pacific Time (US & Canada)
275,568898405189038080,neutral,Virgin America,,0.0,0.0,Sydney
276,568897315458691072,positive,Virgin America,,0.0,0.0,
277,568890074164809728,positive,Virgin America,,0.0,0.0,
278,568890062286385153,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
279,568884848632279041,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
280,568882014415249408,negative,Virgin America,Lost Luggage,0.0,0.0,Quito
281,568874645564362752,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
282,568868127364096000,negative,Virgin America,Customer Service Issue,0.0,0.0,Amsterdam
283,568867068331864064,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
284,568865011717705730,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
285,568864815654899712,neutral,Virgin America,,39.24087254,-94.63994975,Central Time (US & Canada)
286,568855933360607232,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
287,568853685855334400,negative,Virgin America,Can't Tell,0.0,0.0,
288,568850967673896960,negative,Virgin America,Flight Attendant Complaints,0.0,0.0,Eastern Time (US & Canada)
289,568850943359496192,negative,Virgin America,Bad Flight,0.0,0.0,Central Time (US & Canada)
290,568847512372514816,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
291,568845553104068609,neutral,Virgin America,,0.0,0.0,Sydney
292,568840724700995584,negative,Virgin America,Flight Booking Problems,0.0,0.0,Eastern Time (US & Canada)
293,568840560347373569,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
294,568838020041809920,neutral,Virgin America,,0.0,0.0,Sydney
295,568837602071203840,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
296,568833739192557569,neutral,Virgin America,,0.0,0.0,Sydney
297,568830466830151680,neutral,Virgin America,,0.0,0.0,Sydney
298,568830133626253312,negative,Virgin America,Customer Service Issue,0.0,0.0,Eastern Time (US & Canada)
299,568828648687591424,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
300,568828112626012160,neutral,Virgin America,,0.0,0.0,
301,568824637267685377,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
302,568823689422053376,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
303,568815689684815873,positive,Virgin America,,37.77465018,-122.44032176,Eastern Time (US & Canada)
304,568812046747201537,negative,Virgin America,Lost Luggage,0.0,0.0,Quito
305,568811384437411840,negative,Virgin America,Flight Booking Problems,0.0,0.0,
306,568805696780824576,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
307,568803996774879232,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
308,568802396907835393,positive,Virgin America,,0.0,0.0,Central Time (US & Canada)
309,568800805475782656,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
310,568795484283736064,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
311,568795139512127488,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
312,568792520337039360,neutral,Virgin America,,0.0,0.0,
313,568791035297468416,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
314,568790164404899840,negative,Virgin America,Can't Tell,0.0,0.0,Quito
315,568781819233091584,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
316,568775898234798081,negative,Virgin America,Flight Booking Problems,0.0,0.0,Quito
317,568769672922812418,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
318,568735060104511488,neutral,Virgin America,,0.0,0.0,
319,568689188377403392,neutral,Virgin America,,0.0,0.0,London
320,568663147189415936,negative,Virgin America,Customer Service Issue,0.0,0.0,Pacific Time (US & Canada)
321,568662343170674688,negative,Virgin America,Flight Booking Problems,0.0,0.0,Pacific Time (US & Canada)
322,568646087361355776,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
323,568643040073506816,positive,Virgin America,,0.0,0.0,
324,568633361595412481,positive,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
325,568632394929958912,neutral,Virgin America,,0.0,0.0,
326,568630879246901248,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
327,568629385105793024,neutral,Virgin America,,0.0,0.0,Eastern Time (US & Canada)
328,568626625857728513,neutral,Virgin America,,0.0,0.0,
329,568608718994026496,negative,Virgin America,Lost Luggage,0.0,0.0,Quito
330,568607562251108352,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
331,568605449659895808,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
332,568604690767872000,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
333,568602941940043776,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
334,568595620002279424,negative,Virgin America,Flight Booking Problems,0.0,0.0,
335,568585196699664384,negative,Virgin America,Flight Booking Problems,0.0,0.0,Pacific Time (US & Canada)
336,568579880046227457,neutral,Virgin America,,0.0,0.0,
337,568577243200376833,neutral,Virgin America,,33.94696831,-118.40747994,
338,568576829000425472,negative,Virgin America,Customer Service Issue,0.0,0.0,Eastern Time (US & Canada)
339,568572344056180737,neutral,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
340,568571772251082752,neutral,Virgin America,,0.0,0.0,
341,568553610981740544,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
342,568543525505089536,positive,Virgin America,,0.0,0.0,Pacific Time (US & Canada)
343,568541317816561664,neutral,Virgin America,,0.0,0.0,Arizona
344,568536882012749824,negative,Virgin America,Customer Service Issue,0.0,0.0,Eastern Time (US & Canada)
345,568532221180534784,negative,Virgin America,Late Flight,0.0,0.0,
346,568526847320784896,negative,Virgin America,Customer Service Issue,0.0,0.0,Central Time (US & Canada)
